Tue Jun 29 17:50:58 2021    profile.out

         889378 function calls (833697 primitive calls) in 55.045 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2838(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3962(Optional)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        1    0.000    0.000    0.000    0.000 parse.py:337(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 socket.py:413(close)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 zipfile.py:740(_Tellable)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 typing.py:216(_ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:269(_TypeAlias)
        1    0.000    0.000    0.000    0.000 __init__.py:680(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1079(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1576(RootLogger)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 well_known_types.py:102(Timestamp)
        1    0.000    0.000    0.000    0.000 well_known_types.py:258(Duration)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 enum.py:43(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:976(_get_parent_path)
        1    0.000    0.000    0.000    0.000 encoding.py:649(PackedArrayEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:1111(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1692(ZipProvider)
        2    0.000    0.000    0.000    0.000 __init__.py:1999(find_nothing)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 encoding.py:195(FriendlyJsonSerialize)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.000    0.000 <string>:5(ProxyConfig)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:122(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 request.py:434(OpenerDirector)
        1    0.000    0.000    0.000    0.000 client.py:1482(LineTooLong)
        1    0.000    0.000    0.000    0.000 six.py:122(_LazyModule)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(IncompleteParseError)
        1    0.000    0.000    0.000    0.000 grammar.py:148(TokenGrammar)
        1    0.000    0.000    0.000    0.000 main.py:24(NativeECCBackend)
        1    0.000    0.000    0.000    0.000 logging.py:145(HasLogger)
        1    0.000    0.000    0.000    0.000 SHA256.py:49(SHA256Hash)
        1    0.000    0.000    0.000    0.000 _raw_api.py:255(SmartPointer)
        1    0.000    0.000    0.000    0.000 core.py:7(EqualityHashKey)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3384(_ErrorStop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3888(OneOrMore)
        1    0.000    0.000    0.000    0.000 specifiers.py:34(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:418(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 inspect.py:2420(Parameter)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 typing.py:1928(KeysView)
        1    0.000    0.000    0.000    0.000 typing.py:197(_FinalTypingBase)
        1    0.000    0.000    0.000    0.000 typing.py:453(TypeVar)
        2    0.000    0.000    0.000    0.000 __init__.py:1982(createLock)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 descriptor.py:185(_NestedDescriptorBase)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.007    0.007 <frozen importlib._bootstrap_external>:993(__iter__)
        1    0.000    0.000    0.000    0.000 manager.py:32(TronManager)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(TronError)
        1    0.000    0.000    0.000    0.000 exceptions.py:89(ServiceUnavailable)
        1    0.000    0.000    0.000    0.000 request.py:1474(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:2141(FancyURLopener)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(HTTPError)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 <string>:5(Url)
        1    0.000    0.000    0.000    0.000 response.py:123(MultiDecoder)
        1    0.000    0.000    0.000    0.000 six.py:160(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 exceptions.py:77(MaxRetryError)
        1    0.000    0.000    0.001    0.001 encoding.py:101(TupleEncoder)
        1    0.000    0.000    0.001    0.001 encoding.py:223(BooleanEncoder)
        2    0.000    0.000    0.000    0.000 grammar.py:295(visit_parenthesized)
        1    0.000    0.000    0.000    0.000 grammar.py:274(RuleVisitor)
        1    0.000    0.000    0.000    0.000 _raw_api.py:236(VoidPointer_ctypes)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 requirements.py:22(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 tempfile.py:631(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2572(BoundArguments)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 __init__.py:3282(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 zipfile.py:760(ZipExtFile)
        1    0.000    0.000    0.003    0.003 __init__.py:1672(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 typing.py:1945(ContextManager)
        1    0.000    0.000    0.000    0.000 typing.py:2060(Generator)
        1    0.000    0.000    0.000    0.000 symbol_database.py:66(SymbolDatabase)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        2    0.000    0.000    0.000    0.000 six.py:845(metaclass)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:416(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1370(NullProvider)
        1    0.000    0.000    0.000    0.000 typing.py:1753(SupportsInt)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(ValidationError)
        1    0.000    0.000    0.000    0.000 coincurve.py:41(CoinCurveECCBackend)
        1    0.000    0.000    0.000    0.000 datatypes.py:245(PrivateKey)
        1    0.000    0.000    0.000    0.000 <string>:5(SingleByteCharSetModel)
        1    0.000    0.000    0.000    0.000 typing.py:1793(SupportsRound)
        1    0.000    0.000    0.000    0.000 threads.py:93(TimerClass)
        1    0.000    0.000    0.000    0.000 contract.py:51(NonExistentFallbackFunction)
        1    0.000    0.000    0.000    0.000 module.py:8(<module>)
        1    0.000    0.000    0.000    0.000 ecdh.py:25(NoCurveError)
        1    0.000    0.000    0.000    0.000 abi.py:351(AcceptsHexStrMixin)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(InvalidTronError)
        1    0.000    0.000    0.000    0.000 exceptions.py:77(HttpError)
        1    0.000    0.000    0.000    0.000 exceptions.py:97(TimeExhausted)
        1    0.000    0.000    0.000    0.000 keys.py:115(BadDigestError)
        1    0.000    0.000    0.000    0.000 adapters.py:84(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 cookiejar.py:863(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1762(LoadError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1850(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 cookies.py:485(BaseCookie)
        1    0.000    0.000    0.000    0.000 core.py:21(IDNABidiError)
        1    0.000    0.000    0.000    0.000 poolmanager.py:420(ProxyManager)
        1    0.000    0.000    0.000    0.000 __version__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:40(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(RequestsWarning)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 response.py:35(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 connectionpool.py:104(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1448(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1472(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1487(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 six.py:900(add_metaclass)
        1    0.000    0.000    0.000    0.000 six.py:169(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:155(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:315(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2127(IPv6Network)
        1    0.000    0.000    0.000    0.000 <string>:5(SignableMessage)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:134(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:209(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:236(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 encoding.py:345(BaseFixedEncoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(VisitationError)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(BadGrammar)
        1    0.000    0.000    0.000    0.000 grammar.py:20(Grammar)
        1    0.000    0.000    0.000    0.000 grammar.py:462(TokenRuleVisitor)
        1    0.000    0.000    0.000    0.000 expressions.py:246(TokenMatcher)
        1    0.000    0.000    0.000    0.000 expressions.py:438(OneOrMore)
        1    0.000    0.000    0.000    0.000 nodes.py:18(Node)
        1    0.000    0.000    0.000    0.000 merge.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dictionary.py:12(AttrDict)
        1    0.000    0.000    0.000    0.000 decoding.py:188(validate)
        1    0.000    0.000    0.000    0.000 decoding.py:260(DynamicArrayDecoder)
        1    0.000    0.000    0.000    0.000 grammar.py:131(ABIType)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 logging.py:152(_BaseHasExtendedDebugLogger)
        1    0.000    0.000    0.000    0.000 datatypes.py:71(LazyBackend)
        1    0.000    0.000    0.000    0.000 __init__.py:31(<module>)
        1    0.000    0.000    0.000    0.000 SHA1.py:49(SHA1Hash)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        2    0.000    0.000    0.000    0.000 __init__.py:407(__init__)
        2    0.000    0.000    0.000    0.000 functoolz.py:271(args)
        1    0.000    0.000    0.000    0.000 markers.py:295(Marker)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:195(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:282(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:287(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 requirements.py:82(Requirement)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 socket.py:409(_real_close)
        1    0.000    0.000    0.000    0.000 plistlib.py:764(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1241(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1882(List)
        1    0.000    0.000    0.000    0.000 string.py:173(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:762(Handler)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 containers.py:721(UnknownFieldSet)
        1    0.000    0.000    0.000    0.000 message.py:44(DecodeError)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:438(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 descriptor.py:242(Descriptor)
        1    0.000    0.000    0.000    0.000 descriptor.py:421(FieldDescriptor)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistParser)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:966(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 encoding.py:684(SizedArrayEncoder)
        1    0.000    0.000    0.000    0.000 <string>:5(manifest_mod)
        1    0.000    0.000    0.000    0.000 __init__.py:487(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 exceptions.py:245(IncompleteRead)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:46(DescriptorDatabase)
        1    0.000    0.000    0.000    0.000 contract.py:351(ContractConstructor)
        1    0.000    0.000    0.000    0.000 containers.py:241(RepeatedScalarFieldContainer)
        1    0.000    0.000    0.000    0.000 base.py:171(TransConfigParser)
        1    0.000    0.000    0.000    0.000 ellipticcurve.py:703(__init__)
        1    0.000    0.000    0.000    0.000 curves.py:35(Curve)
        1    0.000    0.000    0.000    0.000 abi.py:584(ABITypedData)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(BadRequest)
        1    0.000    0.000    0.000    0.000 ecdsa.py:67(InvalidPointError)
        1    0.000    0.000    0.000    0.000 encoding.py:249(TronJsonEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cookies.py:25(MockRequest)
        1    0.000    0.000    0.000    0.000 cookies.py:165(CookieConflictError)
        1    0.000    0.000    0.000    0.000 request.py:1398(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 _collections.py:107(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 response.py:74(GzipDecoder)
        1    0.000    0.000    0.000    0.000 <string>:5(RequestHistory)
        1    0.000    0.000    0.000    0.000 client.py:1370(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1431(NotConnected)
        1    0.000    0.000    0.000    0.000 six.py:449(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 registry.py:300(BaseRegistry)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(ABITypeError)
        1    0.000    0.000    0.000    0.000 encoding.py:246(PackedBooleanEncoder)
        1    0.000    0.000    0.000    0.000 expressions.py:257(Regex)
        1    0.000    0.000    0.000    0.000 decoding.py:437(BaseFixedDecoder)
        1    0.000    0.000    0.000    0.000 serializable.py:99(ChangesetField)
        1    0.000    0.000    0.000    0.000 serializable.py:189(BaseSerializable)
        1    0.000    0.000    0.000    0.000 hmac.py:158(HMAC_openssl)
        1    0.000    0.000    0.000    0.000 logging.py:159(HasExtendedDebugLogger)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 Counter.py:25(<module>)
        1    0.000    0.000    0.000    0.000 _mode_ofb.py:55(OfbMode)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 functoolz.py:147(InstanceProperty)
        1    0.000    0.000    0.000    0.000 markers.py:212(Undefined)
        1    0.000    0.000    0.000    0.000 markers.py:46(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:261(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3104(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 __init__.py:5(VendorImporter)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 random.py:668(SystemRandom)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 __init__.py:510(IResourceProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:27(_UrandomRNG)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1718(Awaitable)
        1    0.000    0.000    0.000    0.000 typing.py:2004(Dict)
        1    0.000    0.000    0.000    0.000 typing.py:2384(io)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:964(tzinfo)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 containers.py:551(MessageMap)
        1    0.000    0.000    0.000    0.000 containers.py:687(UnknownFieldRef)
        1    0.000    0.000    0.000    0.000 six.py:386(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.000    0.000 plistlib.py:79(_InternalDict)
        1    0.000    0.000    0.000    0.000 plistlib.py:127(Plist)
        1    0.000    0.000    0.000    0.000 contract.py:60(ContractFunction)
        1    0.000    0.000    0.000    0.000 ecdh.py:39(InvalidSharedSecretError)
        1    0.000    0.000    0.000    0.000 datastructures.py:99(NamedElementOnion)
        1    0.000    0.000    0.000    0.000 ecdh.py:19(NoKeyError)
        1    0.000    0.000    0.000    0.000 account.py:19(Account)
        1    0.000    0.000    0.000    0.000 keys.py:100(BadSignatureError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1764(FileCookieJar)
        1    0.000    0.000    0.000    0.000 request.py:1226(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1244(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1589(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:118(FileModeWarning)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:9(RequestMethods)
        1    0.000    0.000    0.000    0.000 connection.py:529(DummyConnection)
        1    0.000    0.000    0.000    0.000 client.py:174(HTTPMessage)
        1    0.000    0.000    0.000    0.000 six.py:136(MovedAttribute)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:58(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:168(URLSchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:203(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:263(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 registry.py:38(Copyable)
        1    0.000    0.000    0.000    0.000 expressions.py:382(Not)
        1    0.000    0.000    0.000    0.000 nodes.py:126(RegexNode)
        1    0.000    0.000    0.000    0.000 nodes.py:161(NodeVisitor)
        1    0.000    0.000    0.000    0.000 exceptions.py:19(IllegalValue)
        1    0.000    0.000    0.000    0.000 decoding.py:130(HeadTailDecoder)
        1    0.000    0.000    0.000    0.000 main.py:13(HashableRLP)
        1    0.000    0.000    0.000    0.000 atomic.py:4(Atomic)
        1    0.000    0.000    0.000    0.000 big_endian_int.py:9(BigEndianInt)
        1    0.000    0.000    0.000    0.000 serializable.py:365(SerializableBase)
        1    0.000    0.000    0.000    0.000 base.py:12(BaseECCBackend)
        1    0.000    0.000    0.000    0.000 transactions.py:170(Transaction)
        1    0.000    0.000    0.000    0.000 datatypes.py:105(backend)
        1    0.000    0.000    0.000    0.000 _mode_siv.py:49(SivMode)
        1    0.000    0.000    0.000    0.000 KDF.py:179(_S2V)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:366(PyDLL)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 plistlib.py:595(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 zipfile.py:989(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1819(PyZipFile)
